;;;
Informações de Saúde;;;
DATASUS  Tecnologia da Informação a Serviço do SUS;;;
Ajuda;;;
Notas Técnicas;;;
DATASUS;;;
Proporção de pessoas com baixa renda - Brasil;;;
% população com renda < 1/2 SM segundo Município;;;
Período: 2010;;;
Município;% população com renda < 1/2 SM;;
Fonte: IBGE - Censos Demográficos;;;
Notas:;;;
;;;
1. O salário mínimo do último ano para o qual a série está sendo calculada torna-se a referência para toda a série. Esse valor é corrigido para todos com base no INPC de julho de 2010, alterando o valor da linha de pobreza e consequentemente a proporção de pobres. Nesta tabela, o valor de referência, salário mínimo de 2010, é de R$ 510,00.;;;
;;;
Consulte o sítio da Secretaria Estadual de Saúde e do IBGE para mais informações.;;;
;;;
292020 MALHADA;72,21;;
292030 MALHADA DE PEDRAS;64,8;;
292040 MANOEL VITORINO;72,49;;
292045 MANSIDAO;78,1;;
292050 MARACAS;63,18;;
292060 MARAGOGIPE;68,17;;
292070 MARAU;68,65;;
292080 MARCIONILIO SOUZA;75,35;;
292090 MASCOTE;73,2;;
292100 MATA DE SAO JOAO;53,09;;
292105 MATINA;70,96;;
292110 MEDEIROS NETO;57,07;;
292120 MIGUEL CALMON;67,16;;
292130 MILAGRES;60,8;;
292140 MIRANGABA;76,85;;
292145 MIRANTE;72,61;;
292150 MONTE SANTO;76;;
292160 MORPARA;73,3;;
292170 MORRO DO CHAPEU;72,44;;
292180 MORTUGABA;53,31;;
292190 MUCUGE;60,95;;
292200 MUCURI;47,65;;
292205 MULUNGU DO MORRO;74,85;;
292210 MUNDO NOVO;70,8;;
292220 MUNIZ FERREIRA;63,82;;
292225 MUQUEM DE SAO FRANCISCO;79,97;;
292230 MURITIBA;56,25;;
292240 MUTUIPE;64,17;;
292250 NAZARE;59,31;;
292260 NILO PECANHA;75,86;;
292265 NORDESTINA;77,2;;
292270 NOVA CANAA;68,03;;
292273 NOVA FATIMA;60,19;;
292275 NOVA IBIA;61,1;;
292280 NOVA ITARANA;78,11;;
292285 NOVA REDENCAO;70,19;;
292290 NOVA SOURE;72,27;;
292300 NOVA VICOSA;54,37;;
292303 NOVO HORIZONTE;68,62;;
292305 NOVO TRIUNFO;78,72;;
292310 OLINDINA;74,73;;
292320 OLIVEIRA DOS BREJINHOS;76,18;;
292330 OURICANGAS;62,76;;
292335 OUROLANDIA;72,77;;
292340 PALMAS DE MONTE ALTO;61,51;;
292350 PALMEIRAS;62,62;;
292360 PARAMIRIM;56,34;;
292370 PARATINGA;78,03;;
292380 PARIPIRANGA;68,45;;
292390 PAU BRASIL;66,75;;
292400 PAULO AFONSO;45,87;;
292405 PE DE SERRA;63,57;;
292410 PEDRAO;73,35;;
292420 PEDRO ALEXANDRE;81,58;;
292430 PIATA;69,68;;
292440 PILAO ARCADO;77,14;;
292450 PINDAI;59,89;;
292460 PINDOBACU;73,39;;
292465 PINTADAS;59,14;;
292467 PIRAI DO NORTE;67,55;;
292470 PIRIPA;68,37;;
292480 PIRITIBA;69,23;;
292490 PLANALTINO;68,86;;
292500 PLANALTO;65,7;;
292510 POCOES;67,65;;
292520 POJUCA;49,01;;
292525 PONTO NOVO;72,65;;
292530 PORTO SEGURO;47,2;;
292540 POTIRAGUA;61,55;;
292550 PRADO;56,28;;
292560 PRESIDENTE DUTRA;70,21;;
292570 PRESIDENTE JANIO QUADROS;73,66;;
292575 PRESIDENTE TANCREDO NEVES;69,39;;
292580 QUEIMADAS;69,91;;
292590 QUIJINGUE;75,16;;
292593 QUIXABEIRA;69,28;;
292595 RAFAEL JAMBEIRO;70,61;;
292600 REMANSO;65,49;;
292610 RETIROLANDIA;63,82;;
292620 RIACHAO DAS NEVES;72,45;;
292630 RIACHAO DO JACUIPE;60,02;;
292640 RIACHO DE SANTANA;67,64;;
292650 RIBEIRA DO AMPARO;79,86;;
292660 RIBEIRA DO POMBAL;61,9;;
292665 RIBEIRAO DO LARGO;64,55;;
292670 RIO DE CONTAS;61,7;;
292680 RIO DO ANTONIO;65,44;;
292690 RIO DO PIRES;61,56;;
292700 RIO REAL;69,25;;
292710 RODELAS;70,36;;
292720 RUY BARBOSA;65,48;;
292730 SALINAS DA MARGARIDA;67,89;;
292740 SALVADOR;33,47;;
292750 SANTA BARBARA;72,57;;
292760 SANTA BRIGIDA;73,68;;
292770 SANTA CRUZ CABRALIA;58,56;;
292780 SANTA CRUZ DA VITORIA;69,82;;
292790 SANTA INES;67,45;;
292800 SANTALUZ;69,48;;
292805 SANTA LUZIA;66,8;;
292810 SANTA MARIA DA VITORIA;64,02;;
292820 SANTANA;63,85;;
292830 SANTANOPOLIS;70,05;;
292840 SANTA RITA DE CASSIA;71,59;;
292850 SANTA TERESINHA;69,94;;
292860 SANTO AMARO;57,95;;
292870 SANTO ANTONIO DE JESUS;42,18;;
292880 SANTO ESTEVAO;60,34;;
292890 SAO DESIDERIO;63,36;;
292895 SAO DOMINGOS;53,54;;
292900 SAO FELIX;61,87;;
292905 SAO FELIX DO CORIBE;56,31;;
292910 SAO FELIPE;67,4;;
292920 SAO FRANCISCO DO CONDE;49,48;;
292925 SAO GABRIEL;69,36;;
292930 SAO GONCALO DOS CAMPOS;55,09;;
292935 SAO JOSE DA VITORIA;71,11;;
292937 SAO JOSE DO JACUIPE;67,58;;
292940 SAO MIGUEL DAS MATAS;63,51;;
292950 SAO SEBASTIAO DO PASSE;52,65;;
292960 SAPEACU;63,73;;
292970 SATIRO DIAS;75,72;;
292975 SAUBARA;69,27;;
292980 SAUDE;71,17;;
292990 SEABRA;64,51;;
293000 SEBASTIAO LARANJEIRAS;61,45;;
293010 SENHOR DO BONFIM;55,51;;
293015 SERRA DO RAMALHO;73,83;;
293020 SENTO SE;74,61;;
293030 SERRA DOURADA;71,61;;
293040 SERRA PRETA;67,54;;
293050 SERRINHA;59,26;;
293060 SERROLANDIA;66,77;;
293070 SIMOES FILHO;50,55;;
293075 SITIO DO MATO;87,07;;
293076 SITIO DO QUINTO;69,66;;
293077 SOBRADINHO;59,86;;
293080 SOUTO SOARES;71,02;;
293090 TABOCAS DO BREJO VELHO;72,66;;
293100 TANHACU;65,88;;
293105 TANQUE NOVO;66,09;;
293110 TANQUINHO;64,29;;
293120 TAPEROA;70,64;;
293130 TAPIRAMUTA;72,1;;
293135 TEIXEIRA DE FREITAS;40,4;;
293140 TEODORO SAMPAIO;73,47;;
293150 TEOFILANDIA;62,86;;
293160 TEOLANDIA;71,3;;
293170 TERRA NOVA;60,31;;
293180 TREMEDAL;66,22;;
293190 TUCANO;71,56;;
293200 UAUA;72,02;;
293210 UBAIRA;68,7;;
293220 UBAITABA;63,21;;
293230 UBATA;66,06;;
293240 UIBAI;66,93;;
293245 UMBURANAS;85,1;;
293250 UNA;66,02;;
293260 URANDI;58,69;;
293270 URUCUCA;58,04;;
293280 UTINGA;69,14;;
293290 VALENCA;59,03;;
293300 VALENTE;52,48;;
293305 VARZEA DA ROCA;71,01;;
293310 VARZEA DO POCO;59,5;;
293315 VARZEA NOVA;69,72;;
293317 VARZEDO;60,29;;
293320 VERA CRUZ;58,72;;
293325 VEREDA;65,85;;
293330 VITORIA DA CONQUISTA;42,47;;
293340 WAGNER;65,01;;
293345 WANDERLEY;71,05;;
293350 WENCESLAU GUIMARAES;63,72;;
293360 XIQUE-XIQUE;70,86;;
310010 ABADIA DOS DOURADOS;27,85;;
310020 ABAETE;27,99;;
310030 ABRE CAMPO;44,14;;
310040 ACAIACA;56,4;;
310050 ACUCENA;56,14;;
310060 AGUA BOA;60,52;;
310070 AGUA COMPRIDA;25,69;;
310080 AGUANIL;34,27;;
310090 AGUAS FORMOSAS;60,15;;
310100 AGUAS VERMELHAS;66,19;;
310110 AIMORES;37,75;;
310120 AIURUOCA;35,26;;
310130 ALAGOA;42,21;;
310140 ALBERTINA;17,04;;
310150 ALEM PARAIBA;28,12;;
310160 ALFENAS;21,35;;
310163 ALFREDO VASCONCELOS;42,35;;
310170 ALMENARA;52,96;;
310180 ALPERCATA;49,98;;
310190 ALPINOPOLIS;26,62;;
310200 ALTEROSA;38,11;;
310205 ALTO CAPARAO;34,42;;
310210 ALTO RIO DOCE;55,53;;
310220 ALVARENGA;60,47;;
310230 ALVINOPOLIS;40,59;;
310240 ALVORADA DE MINAS;74,19;;
310250 AMPARO DO SERRA;51,95;;
310260 ANDRADAS;14,22;;
310270 CACHOEIRA DE PAJEU;68,19;;
310280 ANDRELANDIA;38,39;;
310285 ANGELANDIA;63,38;;
310290 ANTONIO CARLOS;43,26;;
310300 ANTONIO DIAS;55,28;;
310310 ANTONIO PRADO DE MINAS;39,08;;
310320 ARACAI;36,2;;
310330 ARACITABA;52,8;;
310340 ARACUAI;54,6;;
310350 ARAGUARI;17,79;;
310360 ARANTINA;43,32;;
310370 ARAPONGA;55,69;;
310375 ARAPORA;27,33;;
310380 ARAPUA;17,59;;
310390 ARAUJOS;17,45;;
310400 ARAXA;14,35;;
310410 ARCEBURGO;18,36;;
310420 ARCOS;19,96;;
310430 AREADO;24,15;;
310440 ARGIRITA;33,16;;
310445 ARICANDUVA;67,03;;
310450 ARINOS;59,1;;
310460 ASTOLFO DUTRA;22,73;;
310470 ATALEIA;60;;
310480 AUGUSTO DE LIMA;48,21;;
310490 BAEPENDI;40,92;;
310500 BALDIM;41,93;;
310510 BAMBUI;17,14;;
310520 BANDEIRA;60,17;;
310530 BANDEIRA DO SUL;18,58;;
310540 BARAO DE COCAIS;28,64;;
310550 BARAO DE MONTE ALTO;55,93;;
310560 BARBACENA;29,82;;
310570 BARRA LONGA;55,24;;
310590 BARROSO;37,3;;
310600 BELA VISTA DE MINAS;38,29;;
310610 BELMIRO BRAGA;40,8;;
310620 BELO HORIZONTE;16,13;;
310630 BELO ORIENTE;36,4;;
310640 BELO VALE;35,2;;
310650 BERILO;57,64;;
310660 BERTOPOLIS;67,46;;
310665 BERIZAL;64,88;;
310670 BETIM;25,66;;
310680 BIAS FORTES;51,68;;
310690 BICAS;29,4;;
310700 BIQUINHAS;27,69;;
310710 BOA ESPERANCA;30,99;;
310720 BOCAINA DE MINAS;36,55;;
310730 BOCAIUVA;47,41;;
310740 BOM DESPACHO;19,03;;
310750 BOM JARDIM DE MINAS;41,71;;
310760 BOM JESUS DA PENHA;23,95;;
310770 BOM JESUS DO AMPARO;42,73;;
310780 BOM JESUS DO GALHO;53,02;;
310790 BOM REPOUSO;39,7;;
310800 BOM SUCESSO;34,24;;
310810 BONFIM;38,99;;
310820 BONFINOPOLIS DE MINAS;42,05;;
310825 BONITO DE MINAS;78,22;;
310830 BORDA DA MATA;25,88;;
310840 BOTELHOS;25,6;;
310850 BOTUMIRIM;69,53;;
310855 BRASILANDIA DE MINAS;41,38;;
310860 BRASILIA DE MINAS;59,69;;
310870 BRAS PIRES;54,51;;
310880 BRAUNAS;55,72;;
310890 BRAZOPOLIS;34,35;;
310900 BRUMADINHO;22,07;;
310910 BUENO BRANDAO;36,44;;
310920 BUENOPOLIS;43,21;;
310925 BUGRE;53,53;;
310930 BURITIS;46,42;;
310940 BURITIZEIRO;51,72;;
310945 CABECEIRA GRANDE;45,86;;
310950 CABO VERDE;29,56;;
310960 CACHOEIRA DA PRATA;25,26;;
310970 CACHOEIRA DE MINAS;34,66;;
310980 CACHOEIRA DOURADA;16,47;;
310990 CAETANOPOLIS;30,47;;
311000 CAETE;29,71;;
311010 CAIANA;41,7;;
311020 CAJURI;54,45;;
311030 CALDAS;27,44;;
311040 CAMACHO;41,65;;
311050 CAMANDUCAIA;28,19;;
311060 CAMBUI;19,92;;
311070 CAMBUQUIRA;33,03;;
311080 CAMPANARIO;56,99;;
311090 CAMPANHA;27,83;;
311100 CAMPESTRE;27;;
311110 CAMPINA VERDE;27,81;;
311115 CAMPO AZUL;69,4;;
311120 CAMPO BELO;25,33;;
311130 CAMPO DO MEIO;34,69;;
311140 CAMPO FLORIDO;22,98;;
311150 CAMPOS ALTOS;21,5;;
311160 CAMPOS GERAIS;34,77;;
311170 CANAA;45,07;;
311180 CANAPOLIS;23,45;;
311190 CANA VERDE;37;;
311200 CANDEIAS;27,84;;
311205 CANTAGALO;51,94;;
311210 CAPARAO;50,92;;
311220 CAPELA NOVA;54,82;;
311230 CAPELINHA;50,27;;
311240 CAPETINGA;29,14;;
311250 CAPIM BRANCO;28,94;;
311260 CAPINOPOLIS;24,43;;
311265 CAPITAO ANDRADE;52,27;;
311270 CAPITAO ENEAS;66,97;;
311280 CAPITOLIO;18,48;;
311290 CAPUTIRA;59,03;;
311300 CARAI;72,51;;
311310 CARANAIBA;51,14;;
311320 CARANDAI;40,48;;
311330 CARANGOLA;30,91;;
311340 CARATINGA;36,07;;
311350 CARBONITA;52,14;;
311360 CAREACU;31,78;;
311370 CARLOS CHAGAS;51,16;;
311380 CARMESIA;46,06;;
311390 CARMO DA CACHOEIRA;31,17;;
311400 CARMO DA MATA;24,65;;
311410 CARMO DE MINAS;35,77;;
311420 CARMO DO CAJURU;25,23;;
311430 CARMO DO PARANAIBA;27,8;;
311440 CARMO DO RIO CLARO;27,58;;
311450 CARMOPOLIS DE MINAS;26,42;;
311455 CARNEIRINHO;21,88;;
311460 CARRANCAS;40,57;;
311470 CARVALHOPOLIS;25,72;;
311480 CARVALHOS;43,58;;
311490 CASA GRANDE;49,22;;
311500 CASCALHO RICO;18,53;;
311510 CASSIA;21,36;;
311520 CONCEICAO DA BARRA DE MINAS;36,08;;
311530 CATAGUASES;26,79;;
311535 CATAS ALTAS;26,91;;
311540 CATAS ALTAS DA NORUEGA;57,72;;
311545 CATUJI;74,84;;
311547 CATUTI;65,44;;
311550 CAXAMBU;30,58;;
311560 CEDRO DO ABAETE;37,49;;
311570 CENTRAL DE MINAS;51,86;;
311580 CENTRALINA;32,84;;
311590 CHACARA;40,49;;
311600 CHALE;43,91;;
311610 CHAPADA DO NORTE;59,03;;
311615 CHAPADA GAUCHA;64,62;;
311620 CHIADOR;29,96;;
311630 CIPOTANEA;59,35;;
311640 CLARAVAL;26,22;;
311650 CLARO DOS POCOES;50,26;;
311660 CLAUDIO;17,04;;
311670 COIMBRA;42,63;;
311680 COLUNA;60,25;;
311690 COMENDADOR GOMES;25,85;;
311700 COMERCINHO;63,17;;
311710 CONCEICAO DA APARECIDA;28,66;;
311720 CONCEICAO DAS PEDRAS;44,34;;
311730 CONCEICAO DAS ALAGOAS;23,44;;
311740 CONCEICAO DE IPANEMA;42,67;;
311750 CONCEICAO DO MATO DENTRO;51,88;;
311760 CONCEICAO DO PARA;22,91;;
311770 CONCEICAO DO RIO VERDE;40,28;;
311780 CONCEICAO DOS OUROS;26,31;;
311783 CONEGO MARINHO;68,23;;
311787 CONFINS;22,58;;
311790 CONGONHAL;27,76;;
311800 CONGONHAS;23,51;;
311810 CONGONHAS DO NORTE;65,45;;
311820 CONQUISTA;19,82;;
311830 CONSELHEIRO LAFAIETE;20,57;;
311840 CONSELHEIRO PENA;50,21;;
311850 CONSOLACAO;37,94;;
311860 CONTAGEM;20,81;;
311870 COQUEIRAL;40,59;;
311880 CORACAO DE JESUS;64,42;;
311890 CORDISBURGO;42,33;;
311900 CORDISLANDIA;41,21;;
311910 CORINTO;44,38;;
311920 COROACI;54,66;;
311930 COROMANDEL;22,01;;
311940 CORONEL FABRICIANO;27,39;;
311950 CORONEL MURTA;65,79;;
311960 CORONEL PACHECO;30,28;;
311970 CORONEL XAVIER CHAVES;43,05;;
311980 CORREGO DANTA;31,38;;
311990 CORREGO DO BOM JESUS;28,38;;
311995 CORREGO FUNDO;25,38;;
312000 CORREGO NOVO;53,07;;
312010 COUTO DE MAGALHAES DE MINAS;55,24;;
312015 CRISOLITA;66,9;;
312020 CRISTAIS;26,19;;
312030 CRISTALIA;77,05;;
312040 CRISTIANO OTONI;38,95;;
312050 CRISTINA;42,27;;
312060 CRUCILANDIA;36,68;;
312070 CRUZEIRO DA FORTALEZA;31,56;;
312080 CRUZILIA;38,78;;
312083 CUPARAQUE;53,72;;
312087 CURRAL DE DENTRO;70,02;;
312090 CURVELO;36,52;;
312100 DATAS;54,03;;
312110 DELFIM MOREIRA;42,69;;
312120 DELFINOPOLIS;25,41;;
312125 DELTA;27,94;;
312130 DESCOBERTO;36,81;;
312140 DESTERRO DE ENTRE RIOS;50,12;;
312150 DESTERRO DO MELO;50,37;;
312160 DIAMANTINA;42,73;;
312170 DIOGO DE VASCONCELOS;64,55;;
312180 DIONISIO;40,89;;
312190 DIVINESIA;37,39;;
312200 DIVINO;52,96;;
312210 DIVINO DAS LARANJEIRAS;48,58;;
312220 DIVINOLANDIA DE MINAS;52,45;;
312230 DIVINOPOLIS;14,97;;
312235 DIVISA ALEGRE;59,54;;
312240 DIVISA NOVA;30,96;;
312245 DIVISOPOLIS;61,2;;
312247 DOM BOSCO;46,1;;
312250 DOM CAVATI;33,89;;
312260 DOM JOAQUIM;57,51;;
312270 DOM SILVERIO;32,24;;
312280 DOM VICOSO;45,64;;
312290 DONA EUSEBIA;23,26;;
312300 DORES DE CAMPOS;27,08;;
312310 DORES DE GUANHAES;53,97;;
312320 DORES DO INDAIA;23,13;;
312330 DORES DO TURVO;52,97;;
312340 DORESOPOLIS;32,57;;
312350 DOURADOQUARA;23,27;;
312352 DURANDE;44,14;;
312360 ELOI MENDES;31,5;;
312370 ENGENHEIRO CALDAS;50,76;;
312380 ENGENHEIRO NAVARRO;52,47;;
312385 ENTRE FOLHAS;55,15;;
312390 ENTRE RIOS DE MINAS;36,42;;
312400 ERVALIA;42,97;;
312410 ESMERALDAS;37,64;;
312420 ESPERA FELIZ;38,49;;
312430 ESPINOSA;58,91;;
312440 ESPIRITO SANTO DO DOURADO;25,98;;
312450 ESTIVA;25,09;;
312460 ESTRELA DALVA;36,41;;
312470 ESTRELA DO INDAIA;36,22;;
312480 ESTRELA DO SUL;24,82;;
312490 EUGENOPOLIS;38,48;;
312500 EWBANK DA CAMARA;42,58;;
312510 EXTREMA;14,77;;
312520 FAMA;28,06;;
312530 FARIA LEMOS;42,74;;
312540 FELICIO DOS SANTOS;59,42;;
312550 SAO GONCALO DO RIO PRETO;55,95;;
312560 FELISBURGO;65,07;;
312570 FELIXLANDIA;40,53;;
312580 FERNANDES TOURINHO;52,25;;
312590 FERROS;52,75;;
312595 FERVEDOURO;60,65;;
312600 FLORESTAL;21,03;;
312610 FORMIGA;20,17;;
312620 FORMOSO;58,43;;
312630 FORTALEZA DE MINAS;27,1;;
312640 FORTUNA DE MINAS;37,46;;
312650 FRANCISCO BADARO;60,7;;
312660 FRANCISCO DUMONT;56,95;;
312670 FRANCISCO SA;61,69;;
312675 FRANCISCOPOLIS;60,43;;
312680 FREI GASPAR;62,61;;
312690 FREI INOCENCIO;50,59;;
312695 FREI LAGONEGRO;70,07;;
312700 FRONTEIRA;26,13;;
312705 FRONTEIRA DOS VALES;66,18;;
312707 FRUTA DE LEITE;70,15;;
312710 FRUTAL;20,44;;
312720 FUNILANDIA;49,58;;
312730 GALILEIA;49,53;;
312733 GAMELEIRAS;65,13;;
312735 GLAUCILANDIA;60,44;;
312737 GOIABEIRA;50,23;;
312738 GOIANA;31,95;;
312740 GONCALVES;33,05;;
312750 GONZAGA;66,34;;
312760 GOUVEIA;49,96;;
312770 GOVERNADOR VALADARES;32,22;;
312780 GRAO MOGOL;61,24;;
312790 GRUPIARA;29,42;;
312800 GUANHAES;43,9;;
312810 GUAPE;31,27;;
312820 GUARACIABA;53,05;;
312825 GUARACIAMA;56,77;;
312830 GUARANESIA;21,29;;
312840 GUARANI;32,33;;
312850 GUARARA;35,12;;
312860 GUARDA-MOR;32,4;;
312870 GUAXUPE;21,3;;
312880 GUIDOVAL;26,14;;
312890 GUIMARANIA;34,78;;
312900 GUIRICEMA;34,59;;
312910 GURINHATA;31,66;;
312920 HELIODORA;34,78;;
312930 IAPU;50,74;;
312940 IBERTIOGA;52,28;;
312950 IBIA;26,34;;
312960 IBIAI;66,9;;
312965 IBIRACATU;70,47;;
312970 IBIRACI;22,42;;
312980 IBIRITE;31,5;;
312990 IBITIURA DE MINAS;31,47;;
313000 IBITURUNA;43,29;;
313005 ICARAI DE MINAS;64,89;;
313010 IGARAPE;30,72;;
313020 IGARATINGA;22,54;;
313030 IGUATAMA;22,21;;
313040 IJACI;31,01;;
313050 ILICINEA;30,36;;
313055 IMBE DE MINAS;58,71;;
313060 INCONFIDENTES;31,34;;
313065 INDAIABIRA;63,64;;
313070 INDIANOPOLIS;32,39;;
313080 INGAI;35,15;;
313090 INHAPIM;49,59;;
313100 INHAUMA;36,08;;
313110 INIMUTABA;46,4;;
313115 IPABA;39,11;;
313120 IPANEMA;43,45;;
313130 IPATINGA;21,29;;
313140 IPIACU;30,37;;
313150 IPUIUNA;23,91;;
313160 IRAI DE MINAS;26,59;;
313170 ITABIRA;25,51;;
313180 ITABIRINHA;51,56;;
313190 ITABIRITO;17,36;;
313200 ITACAMBIRA;59,16;;
313210 ITACARAMBI;60,98;;
313220 ITAGUARA;24,92;;
313230 ITAIPE;62,57;;
313240 ITAJUBA;20,81;;
313250 ITAMARANDIBA;54,65;;
313260 ITAMARATI DE MINAS;25,28;;
313270 ITAMBACURI;57,03;;
313280 ITAMBE DO MATO DENTRO;51,45;;
313290 ITAMOGI;32,91;;
313300 ITAMONTE;28,39;;
313310 ITANHANDU;24,83;;
313320 ITANHOMI;47,03;;
313330 ITAOBIM;56,45;;
313340 ITAPAGIPE;20,77;;
313350 ITAPECERICA;25,33;;
313360 ITAPEVA;32,36;;
313370 ITATIAIUCU;31,71;;
313375 ITAU DE MINAS;16,24;;
313380 ITAUNA;16,25;;
313390 ITAVERAVA;52,52;;
313400 ITINGA;68,33;;
313410 ITUETA;50,03;;
313420 ITUIUTABA;18,37;;
313430 ITUMIRIM;41,86;;
313440 ITURAMA;18,25;;
313450 ITUTINGA;35,76;;
313460 JABOTICATUBAS;36,93;;
313470 JACINTO;57,78;;
313480 JACUI;23,74;;
313490 JACUTINGA;17,55;;
313500 JAGUARACU;31,93;;
313505 JAIBA;49,44;;
313507 JAMPRUCA;57,72;;
313510 JANAUBA;48,87;;
313520 JANUARIA;58,92;;
313530 JAPARAIBA;21,16;;
313535 JAPONVAR;65,46;;
313540 JECEABA;42,37;;
313545 JENIPAPO DE MINAS;57,38;;
313550 JEQUERI;54,88;;
313560 JEQUITAI;54,32;;
313570 JEQUITIBA;45,62;;
313580 JEQUITINHONHA;57,65;;
313590 JESUANIA;39,63;;
313600 JOAIMA;67,62;;
313610 JOANESIA;52,31;;
313620 JOAO MONLEVADE;25,58;;
313630 JOAO PINHEIRO;35,78;;
313640 JOAQUIM FELICIO;50,81;;
313650 JORDANIA;58,7;;
313652 JOSE GONCALVES DE MINAS;50,46;;
313655 JOSE RAYDAN;56,63;;
313657 JOSENOPOLIS;68,99;;
313660 NOVA UNIAO;44,99;;
313665 JUATUBA;38,07;;
313670 JUIZ DE FORA;19,05;;
313680 JURAMENTO;55,76;;
313690 JURUAIA;17,53;;
313695 JUVENILIA;75,41;;
313700 LADAINHA;72,19;;
313710 LAGAMAR;32,51;;
313720 LAGOA DA PRATA;19,43;;
313730 LAGOA DOS PATOS;59;;
313740 LAGOA DOURADA;42,57;;
313750 LAGOA FORMOSA;23,21;;
313753 LAGOA GRANDE;34,41;;
313760 LAGOA SANTA;19,13;;
313770 LAJINHA;42,8;;
313780 LAMBARI;31,92;;
313790 LAMIM;44,9;;
313800 LARANJAL;33,82;;
313810 LASSANCE;51,94;;
313820 LAVRAS;17,86;;
313830 LEANDRO FERREIRA;23,09;;
313835 LEME DO PRADO;47,26;;
313840 LEOPOLDINA;33,51;;
313850 LIBERDADE;48,23;;
313860 LIMA DUARTE;38,22;;
313862 LIMEIRA DO OESTE;29,37;;
313865 LONTRA;63,15;;
313867 LUISBURGO;53,26;;
313868 LUISLANDIA;74,01;;
313870 LUMINARIAS;32,82;;
313880 LUZ;22,03;;
313890 MACHACALIS;55,53;;
313900 MACHADO;26,8;;
313910 MADRE DE DEUS DE MINAS;42,55;;
313920 MALACACHETA;58,64;;
313925 MAMONAS;58;;
313930 MANGA;72,02;;
313940 MANHUACU;33,32;;
313950 MANHUMIRIM;37,38;;
313960 MANTENA;44,86;;
313970 MARAVILHAS;36,04;;
313980 MAR DE ESPANHA;21,08;;
313990 MARIA DA FE;45,07;;
314000 MARIANA;31,44;;
314010 MARILAC;58,18;;
314015 MARIO CAMPOS;33,37;;
314020 MARIPA DE MINAS;28,63;;
314030 MARLIERIA;42,99;;
314040 MARMELOPOLIS;55,2;;
314050 MARTINHO CAMPOS;28,09;;
314053 MARTINS SOARES;43,66;;
314055 MATA VERDE;62,17;;
314060 MATERLANDIA;64,51;;
314070 MATEUS LEME;37,86;;
314080 MATIAS BARBOSA;30,24;;
314085 MATIAS CARDOSO;68,57;;
314090 MATIPO;49,89;;
314100 MATO VERDE;54,77;;
314110 MATOZINHOS;25,04;;
314120 MATUTINA;28,14;;
314130 MEDEIROS;17,92;;
314140 MEDINA;58,14;;
314150 MENDES PIMENTEL;54,07;;
314160 MERCES;43,91;;
314170 MESQUITA;44,58;;
314180 MINAS NOVAS;56,84;;
314190 MINDURI;50,78;;
314200 MIRABELA;60,3;;
314210 MIRADOURO;43,95;;
314220 MIRAI;37,59;;
314225 MIRAVANIA;70,6;;
314230 MOEDA;36,43;;
314240 MOEMA;17,63;;
314250 MONJOLOS;55,27;;
314260 MONSENHOR PAULO;24,1;;
314270 MONTALVANIA;63,39;;
314280 MONTE ALEGRE DE MINAS;29,21;;
314290 MONTE AZUL;54,89;;
314300 MONTE BELO;32,3;;
314310 MONTE CARMELO;25,19;;
314315 MONTE FORMOSO;78,42;;
314320 MONTE SANTO DE MINAS;24,21;;
314330 MONTES CLAROS;34,73;;
314340 MONTE SIAO;14,62;;
314345 MONTEZUMA;61,65;;
314350 MORADA NOVA DE MINAS;28,49;;
314360 MORRO DA GARCA;55,86;;
314370 MORRO DO PILAR;51,15;;
314380 MUNHOZ;49,38;;
314390 MURIAE;23,95;;
314400 MUTUM;46,4;;
314410 MUZAMBINHO;20,19;;
314420 NACIP RAYDAN;58,74;;
314430 NANUQUE;42,85;;
314435 NAQUE;46,1;;
314437 NATALANDIA;34,75;;
314440 NATERCIA;23,72;;
314450 NAZARENO;41,38;;
314460 NEPOMUCENO;33,71;;
314465 NINHEIRA;74,8;;
314467 NOVA BELEM;67,07;;
314470 NOVA ERA;35,82;;
314480 NOVA LIMA;15,29;;
314490 NOVA MODICA;57,74;;
314500 NOVA PONTE;24,02;;
314505 NOVA PORTEIRINHA;58,01;;
314510 NOVA RESENDE;28,17;;
314520 NOVA SERRANA;12,55;;
314530 NOVO CRUZEIRO;66,93;;
314535 NOVO ORIENTE DE MINAS;66,44;;
314537 NOVORIZONTE;56,76;;
314540 OLARIA;40,2;;
314545 OLHOS-D'AGUA;50,8;;
314550 OLIMPIO NORONHA;38,13;;
314560 OLIVEIRA;26,09;;
314570 OLIVEIRA FORTES;48,38;;
314580 ONCA DE PITANGUI;37,39;;
314585 ORATORIOS;43,05;;
314587 ORIZANIA;69,93;;
314590 OURO BRANCO;21,18;;
314600 OURO FINO;25,02;;
314610 OURO PRETO;26,17;;
314620 OURO VERDE DE MINAS;64,19;;
314625 PADRE CARVALHO;61,97;;
314630 PADRE PARAISO;70,41;;
314640 PAINEIRAS;30,9;;
314650 PAINS;23,16;;
314655 PAI PEDRO;74,62;;
314660 PAIVA;35,01;;
314670 PALMA;46,15;;
314675 PALMOPOLIS;65,71;;
314690 PAPAGAIOS;45,44;;
314700 PARACATU;30,91;;
314710 PARA DE MINAS;19,76;;
314720 PARAGUACU;24,84;;
314730 PARAISOPOLIS;29,74;;
314740 PARAOPEBA;32,12;;
314750 PASSABEM;41,91;;
314760 PASSA QUATRO;33,66;;
