;;;
Informações de Saúde;;;
DATASUS  Tecnologia da Informação a Serviço do SUS;;;
Ajuda;;;
Notas Técnicas;;;
DATASUS;;;
Proporção de pessoas com baixa renda - Brasil;;;
% população com renda < 1/2 SM segundo Município;;;
Período: 1991;;;
Município;% população com renda < 1/2 SM;;
313950 MANHUMIRIM;83,14;;
313960 MANTENA;87,5;;
313970 MARAVILHAS;79,34;;
313980 MAR DE ESPANHA;85,17;;
313990 MARIA DA FE;83,12;;
314000 MARIANA;74,01;;
314010 MARILAC;89,62;;
314020 MARIPA DE MINAS;83,36;;
314030 MARLIERIA;91,9;;
314040 MARMELOPOLIS;92,89;;
314050 MARTINHO CAMPOS;81,55;;
314060 MATERLANDIA;91,76;;
314070 MATEUS LEME;79,38;;
314080 MATIAS BARBOSA;74,06;;
314090 MATIPO;89,12;;
314100 MATO VERDE;94,17;;
314110 MATOZINHOS;80,13;;
314120 MATUTINA;73,01;;
314130 MEDEIROS;65,42;;
314140 MEDINA;92,13;;
314150 MENDES PIMENTEL;92,39;;
314160 MERCES;87,51;;
314170 MESQUITA;91,59;;
314180 MINAS NOVAS;94,4;;
314190 MINDURI;87,42;;
314200 MIRABELA;91,31;;
314210 MIRADOURO;89,26;;
314220 MIRAI;89,49;;
314230 MOEDA;91,05;;
314240 MOEMA;78,54;;
314250 MONJOLOS;93,01;;
314260 MONSENHOR PAULO;82,85;;
314270 MONTALVANIA;84,11;;
314280 MONTE ALEGRE DE MINAS;72,33;;
314290 MONTE AZUL;93,26;;
314300 MONTE BELO;83,22;;
314310 MONTE CARMELO;72,13;;
314320 MONTE SANTO DE MINAS;79,95;;
314330 MONTES CLAROS;75,73;;
314340 MONTE SIAO;72,07;;
314350 MORADA NOVA DE MINAS;84,11;;
314360 MORRO DA GARCA;92,53;;
314370 MORRO DO PILAR;89,83;;
314380 MUNHOZ;81,62;;
314390 MURIAE;76,22;;
314400 MUTUM;91,96;;
314410 MUZAMBINHO;70,29;;
314420 NACIP RAYDAN;90,69;;
314430 NANUQUE;80,62;;
314440 NATERCIA;82,85;;
314450 NAZARENO;89,17;;
314460 NEPOMUCENO;84,26;;
314470 NOVA ERA;64,42;;
314480 NOVA LIMA;59,71;;
314490 NOVA MODICA;91,12;;
314500 NOVA PONTE;60,39;;
314510 NOVA RESENDE;83,23;;
314520 NOVA SERRANA;62,28;;
314530 NOVO CRUZEIRO;95,16;;
314540 OLARIA;89,23;;
314550 OLIMPIO NORONHA;81,8;;
314560 OLIVEIRA;78,65;;
314570 OLIVEIRA FORTES;90,01;;
314580 ONCA DE PITANGUI;88,5;;
314590 OURO BRANCO;55,5;;
314600 OURO FINO;75,67;;
314610 OURO PRETO;73,9;;
314620 OURO VERDE DE MINAS;95,43;;
314630 PADRE PARAISO;92,96;;
314640 PAINEIRAS;85,34;;
314650 PAINS;76,96;;
314660 PAIVA;85,16;;
314670 PALMA;83,4;;
314690 PAPAGAIOS;75,23;;
314700 PARACATU;75,69;;
314710 PARA DE MINAS;71,85;;
314720 PARAGUACU;77,22;;
314730 PARAISOPOLIS;73,51;;
314740 PARAOPEBA;81,22;;
314750 PASSABEM;93,57;;
314760 PASSA QUATRO;79,57;;
314770 PASSA TEMPO;80,9;;
314780 PASSA-VINTE;89,01;;
314790 PASSOS;62,87;;
314800 PATOS DE MINAS;68,81;;
314810 PATROCINIO;75,02;;
314820 PATROCINIO DO MURIAE;83,59;;
314830 PAULA CANDIDO;89,69;;
314840 PAULISTAS;93,05;;
314850 PAVAO;91,79;;
314860 PECANHA;91,14;;
314870 PEDRA AZUL;89,6;;
314880 PEDRA DO ANTA;93,23;;
314890 PEDRA DO INDAIA;84,89;;
314900 PEDRA DOURADA;88,06;;
314910 PEDRALVA;80,12;;
314920 PEDRINOPOLIS;77,86;;
314930 PEDRO LEOPOLDO;68,57;;
314940 PEDRO TEIXEIRA;90,17;;
314950 PEQUERI;74,5;;
314960 PEQUI;69,91;;
314970 PERDIGAO;75,37;;
314980 PERDIZES;69,11;;
314990 PERDOES;82,07;;
315000 PESCADOR;89,44;;
315010 PIAU;89,37;;
315020 PIEDADE DE PONTE NOVA;85,21;;
315030 PIEDADE DO RIO GRANDE;88,97;;
315040 PIEDADE DOS GERAIS;91,78;;
315050 PIMENTA;78,04;;
315060 PIRACEMA;92,68;;
315070 PIRAJUBA;64,39;;
315080 PIRANGA;93,47;;
315090 PIRANGUCU;81,54;;
315100 PIRANGUINHO;84,4;;
315110 PIRAPETINGA;82,47;;
315120 PIRAPORA;77,59;;
315130 PIRAUBA;86,54;;
315140 PITANGUI;74,96;;
315150 PIUMHI;68,96;;
315160 PLANURA;53,78;;
315170 POCO FUNDO;72,35;;
315180 POCOS DE CALDAS;48,54;;
315190 POCRANE;91,59;;
315200 POMPEU;83,32;;
315210 PONTE NOVA;75,8;;
315220 PORTEIRINHA;94,73;;
315230 PORTO FIRME;91,88;;
315240 POTE;94,2;;
315250 POUSO ALEGRE;52,63;;
315260 POUSO ALTO;79,23;;
315270 PRADOS;87,78;;
315280 PRATA;66,2;;
315290 PRATAPOLIS;79,32;;
315300 PRATINHA;66,15;;
315310 PRESIDENTE BERNARDES;93,13;;
315320 PRESIDENTE JUSCELINO;90,94;;
315330 PRESIDENTE KUBITSCHEK;94,37;;
315340 PRESIDENTE OLEGARIO;85,34;;
315350 ALTO JEQUITIBA;84,93;;
315360 PRUDENTE DE MORAIS;83,97;;
315370 QUARTEL GERAL;87,14;;
315380 QUELUZITO;88,33;;
315390 RAPOSOS;71,05;;
315400 RAUL SOARES;86,65;;
315410 RECREIO;82,36;;
315420 RESENDE COSTA;84,73;;
315430 RESPLENDOR;85,52;;
315440 RESSAQUINHA;89,07;;
315450 RIACHO DOS MACHADOS;93,06;;
315460 RIBEIRAO DAS NEVES;81,32;;
315470 RIBEIRAO VERMELHO;71,42;;
315480 RIO ACIMA;85,64;;
315490 RIO CASCA;84,5;;
315500 RIO DOCE;87,68;;
315510 RIO DO PRADO;96,31;;
315520 RIO ESPERA;94,82;;
315530 RIO MANSO;90,2;;
315540 RIO NOVO;82,24;;
315550 RIO PARANAIBA;77,25;;
315560 RIO PARDO DE MINAS;94,54;;
315570 RIO PIRACICABA;78,99;;
315580 RIO POMBA;75,41;;
315590 RIO PRETO;82,65;;
315600 RIO VERMELHO;93,58;;
315610 RITAPOLIS;90,15;;
315620 ROCHEDO DE MINAS;86,02;;
315630 RODEIRO;89,8;;
315640 ROMARIA;76,59;;
315650 RUBELITA;95,76;;
315660 RUBIM;91,93;;
315670 SABARA;71,1;;
315680 SABINOPOLIS;87,3;;
315690 SACRAMENTO;73,32;;
315700 SALINAS;92,01;;
315710 SALTO DA DIVISA;91,48;;
315720 SANTA BARBARA;76,75;;
315730 SANTA BARBARA DO TUGURIO;92,09;;
315740 SANTA CRUZ DO ESCALVADO;95,5;;
315750 SANTA EFIGENIA DE MINAS;93,7;;
315760 SANTA FE DE MINAS;93,89;;
315770 SANTA JULIANA;71,71;;
315780 SANTA LUZIA;76,18;;
315790 SANTA MARGARIDA;86,2;;
315800 SANTA MARIA DE ITABIRA;91,25;;
315810 SANTA MARIA DO SALTO;93,3;;
315820 SANTA MARIA DO SUACUI;88,46;;
315830 SANTANA DA VARGEM;77,86;;
315840 SANTANA DE CATAGUASES;89,01;;
315850 SANTANA DE PIRAPAMA;91,19;;
315860 SANTANA DO DESERTO;80,54;;
315870 SANTANA DO GARAMBEU;87;;
315880 SANTANA DO JACARE;85,39;;
315890 SANTANA DO MANHUACU;89,59;;
315900 SANTANA DO RIACHO;93,29;;
315910 SANTANA DOS MONTES;95,53;;
315920 SANTA RITA DE CALDAS;74,1;;
315930 SANTA RITA DE JACUTINGA;84,1;;
315940 SANTA RITA DE IBITIPOCA;95,36;;
315950 SANTA RITA DO ITUETO;93,29;;
315960 SANTA RITA DO SAPUCAI;70,18;;
315970 SANTA ROSA DA SERRA;89,78;;
315980 SANTA VITORIA;81,53;;
315990 SANTO ANTONIO DO AMPARO;90,05;;
316000 SANTO ANTONIO DO AVENTUREIRO;90,84;;
316010 SANTO ANTONIO DO GRAMA;88,76;;
316020 SANTO ANTONIO DO ITAMBE;96,72;;
316030 SANTO ANTONIO DO JACINTO;95,56;;
316040 SANTO ANTONIO DO MONTE;74,25;;
316050 SANTO ANTONIO DO RIO ABAIXO;97,03;;
316060 SANTO HIPOLITO;90,26;;
316070 SANTOS DUMONT;75,95;;
316080 SAO BENTO ABADE;85,25;;
316090 SAO BRAS DO SUACUI;86,63;;
316100 SAO DOMINGOS DO PRATA;84,17;;
316110 SAO FRANCISCO;94,62;;
316120 SAO FRANCISCO DE PAULA;94,7;;
316130 SAO FRANCISCO DE SALES;77,5;;
316140 SAO FRANCISCO DO GLORIA;88,62;;
316150 SAO GERALDO;88,87;;
316160 SAO GERALDO DA PIEDADE;95,31;;
316170 SAO GONCALO DO ABAETE;83,93;;
316180 SAO GONCALO DO PARA;81,17;;
316190 SAO GONCALO DO RIO ABAIXO;85,11;;
316200 SAO GONCALO DO SAPUCAI;77,61;;
316210 SAO GOTARDO;74,32;;
316220 SAO JOAO BATISTA DO GLORIA;77,06;;
316230 SAO JOAO DA MATA;73,34;;
316240 SAO JOAO DA PONTE;96,7;;
316250 SAO JOAO DEL REI;75,08;;
316260 SAO JOAO DO ORIENTE;85,25;;
316270 SAO JOAO DO PARAISO;94,89;;
316280 SAO JOAO EVANGELISTA;87,29;;
316290 SAO JOAO NEPOMUCENO;76,66;;
316300 SAO JOSE DA SAFIRA;86,84;;
316310 SAO JOSE DA VARGINHA;69,59;;
316320 SAO JOSE DO ALEGRE;85,28;;
316330 SAO JOSE DO DIVINO;92,5;;
316340 SAO JOSE DO GOIABAL;90,32;;
316350 SAO JOSE DO JACURI;93,25;;
316360 SAO JOSE DO MANTIMENTO;96,55;;
316370 SAO LOURENCO;70,59;;
316380 SAO MIGUEL DO ANTA;89,55;;
316390 SAO PEDRO DA UNIAO;88,56;;
316400 SAO PEDRO DOS FERROS;87,84;;
316410 SAO PEDRO DO SUACUI;95,42;;
316420 SAO ROMAO;90,38;;
316430 SAO ROQUE DE MINAS;66,67;;
316440 SAO SEBASTIAO DA BELA VISTA;74,12;;
316450 SAO SEBASTIAO DO MARANHAO;94,41;;
316460 SAO SEBASTIAO DO OESTE;87,25;;
316470 SAO SEBASTIAO DO PARAISO;65,47;;
316480 SAO SEBASTIAO DO RIO PRETO;93,72;;
316490 SAO SEBASTIAO DO RIO VERDE;88,61;;
316500 SAO TIAGO;85,49;;
316510 SAO TOMAS DE AQUINO;78,29;;
316520 SAO THOME DAS LETRAS;91,08;;
316530 SAO VICENTE DE MINAS;80,71;;
316540 SAPUCAI-MIRIM;82,88;;
316550 SARDOA;91,36;;
316560 SENADOR CORTES;89,9;;
316570 SENADOR FIRMINO;88,18;;
316580 SENADOR JOSE BENTO;70,49;;
316590 SENADOR MODESTINO GONCALVES;94,81;;
316600 SENHORA DE OLIVEIRA;94,03;;
316610 SENHORA DO PORTO;92,84;;
316620 SENHORA DOS REMEDIOS;96,79;;
316630 SERICITA;90,73;;
316640 SERITINGA;79,94;;
316650 SERRA AZUL DE MINAS;92,13;;
316660 SERRA DA SAUDADE;82;;
316670 SERRA DOS AIMORES;85,09;;
316680 SERRA DO SALITRE;71,41;;
316690 SERRANIA;77,45;;
316700 SERRANOS;89,04;;
316710 SERRO;89,61;;
316720 SETE LAGOAS;69,42;;
316730 SILVEIRANIA;86,14;;
316740 SILVIANOPOLIS;78,9;;
316750 SIMAO PEREIRA;92,51;;
316760 SIMONESIA;94,61;;
316770 SOBRALIA;91,43;;
316780 SOLEDADE DE MINAS;83,34;;
316790 TABULEIRO;93,21;;
316800 TAIOBEIRAS;88,73;;
316810 TAPIRA;59,17;;
316820 TAPIRAI;92,22;;
316830 TAQUARACU DE MINAS;85,84;;
316840 TARUMIRIM;92,7;;
316850 TEIXEIRAS;86,54;;
316860 TEOFILO OTONI;79,83;;
316870 TIMOTEO;61,11;;
316880 TIRADENTES;90,6;;
316890 TIROS;80,94;;
316900 TOCANTINS;78,59;;
316910 TOLEDO;81,98;;
316920 TOMBOS;79,1;;
316930 TRES CORACOES;68,74;;
316935 TRES MARIAS;75,88;;
316940 TRES PONTAS;76,55;;
316950 TUMIRITINGA;92,48;;
316960 TUPACIGUARA;76,42;;
316970 TURMALINA;92,35;;
316980 TURVOLANDIA;83,01;;
316990 UBA;74,15;;
317000 UBAI;92,74;;
317010 UBERABA;54,73;;
317020 UBERLANDIA;48,93;;
317030 UMBURATIBA;92,5;;
317040 UNAI;81,01;;
317050 URUCANIA;90,43;;
317060 VARGEM BONITA;81,08;;
317070 VARGINHA;59,65;;
317080 VARZEA DA PALMA;84,78;;
317090 VARZELANDIA;97,1;;
317100 VAZANTE;77,94;;
317110 VERISSIMO;80,45;;
317120 VESPASIANO;77,75;;
317130 VICOSA;67,03;;
317140 VIEIRAS;92,78;;
317150 MATHIAS LOBATO;92,01;;
317160 VIRGEM DA LAPA;94,11;;
317170 VIRGINIA;90,42;;
317180 VIRGINOPOLIS;89,43;;
317190 VIRGOLANDIA;88,66;;
317200 VISCONDE DO RIO BRANCO;82,75;;
317210 VOLTA GRANDE;81,05;;
317220 WENCESLAU BRAZ;87,27;;
320010 AFONSO CLAUDIO;88,71;;
320013 AGUIA BRANCA;92,35;;
320016 AGUA DOCE DO NORTE;94,68;;
320020 ALEGRE;79,62;;
320030 ALFREDO CHAVES;78,3;;
320035 ALTO RIO NOVO;87,35;;
320040 ANCHIETA;77,94;;
320050 APIACA;89,56;;
320060 ARACRUZ;67,11;;
320070 ATILIO VIVACQUA;87,39;;
320080 BAIXO GUANDU;86,59;;
320090 BARRA DE SAO FRANCISCO;86,91;;
320100 BOA ESPERANCA;83,44;;
320110 BOM JESUS DO NORTE;79,59;;
320120 CACHOEIRO DE ITAPEMIRIM;67,66;;
320130 CARIACICA;72,55;;
320140 CASTELO;77,85;;
320150 COLATINA;73,87;;
320160 CONCEICAO DA BARRA;82,99;;
320170 CONCEICAO DO CASTELO;84,22;;
320180 DIVINO DE SAO LOURENCO;92,96;;
320190 DOMINGOS MARTINS;78,1;;
320200 DORES DO RIO PRETO;84;;
320210 ECOPORANGA;85,83;;
320220 FUNDAO;73,07;;
320230 GUACUI;78,84;;
320240 GUARAPARI;72,99;;
320245 IBATIBA;87,95;;
320250 IBIRACU;73,67;;
320255 IBITIRAMA;87,99;;
320260 ICONHA;72,3;;
320270 ITAGUACU;83,39;;
320280 ITAPEMIRIM;85,43;;
320290 ITARANA;83,73;;
320300 IUNA;84,54;;
320305 JAGUARE;84,24;;
320310 JERONIMO MONTEIRO;84,99;;
320313 JOAO NEIVA;73,88;;
320316 LARANJA DA TERRA;90,13;;
320320 LINHARES;78,83;;
320330 MANTENOPOLIS;85,6;;
320335 MARILANDIA;80,04;;
320340 MIMOSO DO SUL;87,36;;
320350 MONTANHA;82,51;;
320360 MUCURICI;85,46;;
320370 MUNIZ FREIRE;85,05;;
320380 MUQUI;85,72;;
320390 NOVA VENECIA;82,93;;
320400 PANCAS;88,45;;
320405 PEDRO CANARIO;82,76;;
320410 PINHEIROS;82,41;;
320420 PIUMA;75,95;;
320430 PRESIDENTE KENNEDY;86,3;;
320435 RIO BANANAL;87;;
320440 RIO NOVO DO SUL;79,41;;
320450 SANTA LEOPOLDINA;87,09;;
320455 SANTA MARIA DE JETIBA;83,8;;
320460 SANTA TERESA;81,46;;
320470 SAO GABRIEL DA PALHA;80,81;;
320480 SAO JOSE DO CALCADO;87,06;;
320490 SAO MATEUS;75,42;;
320500 SERRA;70,02;;
320503 VARGEM ALTA;87,14;;
320506 VENDA NOVA DO IMIGRANTE;75,79;;
320510 VIANA;80,86;;
320520 VILA VELHA;46,79;;
320530 VITORIA;41,03;;
330010 ANGRA DOS REIS;65,93;;
330020 ARARUAMA;75,09;;
330025 ARRAIAL DO CABO;64,73;;
330030 BARRA DO PIRAI;66,21;;
330040 BARRA MANSA;67,02;;
330050 BOM JARDIM;75,84;;
330060 BOM JESUS DO ITABAPOANA;80,75;;
330070 CABO FRIO;66,66;;
330080 CACHOEIRAS DE MACACU;77,09;;
330090 CAMBUCI;79,3;;
330100 CAMPOS DOS GOYTACAZES;74,55;;
330110 CANTAGALO;74,76;;
330120 CARMO;76,48;;
330130 CASIMIRO DE ABREU;75,61;;
330140 CONCEICAO DE MACABU;75,49;;
330150 CORDEIRO;68,42;;
330160 DUAS BARRAS;82,63;;
330170 DUQUE DE CAXIAS;67,88;;
330180 ENGENHEIRO PAULO DE FRONTIN;77,05;;
330190 ITABORAI;78,1;;
330200 ITAGUAI;73,22;;
330205 ITALVA;83,51;;
330210 ITAOCARA;81,54;;
330220 ITAPERUNA;74,56;;
330225 ITATIAIA;61,09;;
330230 LAJE DO MURIAE;87,5;;
330240 MACAE;57,34;;
330250 MAGE;78,93;;
330260 MANGARATIBA;69,71;;
330270 MARICA;66,85;;
330280 MENDES;70,09;;
330290 MIGUEL PEREIRA;68,47;;
330300 MIRACEMA;78,05;;
330310 NATIVIDADE;80,8;;
330320 NILOPOLIS;56,5;;
330330 NITEROI;34,17;;
330340 NOVA FRIBURGO;55,78;;
330350 NOVA IGUACU;72,82;;
330360 PARACAMBI;72,41;;
330370 PARAIBA DO SUL;76,88;;
330380 PARATY;65,93;;
330385 PATY DO ALFERES;78,35;;
330390 PETROPOLIS;55,63;;
330400 PIRAI;69,7;;
330410 PORCIUNCULA;78,44;;
330415 QUISSAMA;82,81;;
330420 RESENDE;62,14;;
330430 RIO BONITO;72,74;;
330440 RIO CLARO;81,17;;
330450 RIO DAS FLORES;80,96;;
330455 RIO DE JANEIRO;41,71;;
330460 SANTA MARIA MADALENA;86,2;;
330470 SANTO ANTONIO DE PADUA;79,61;;
330480 SAO FIDELIS;83,24;;
330490 SAO GONCALO;61,04;;
330500 SAO JOAO DA BARRA;87,23;;
330510 SAO JOAO DE MERITI;67,7;;
330515 SAO JOSE DO VALE DO RIO PRETO;82,25;;
330520 SAO PEDRO DA ALDEIA;74,19;;
330530 SAO SEBASTIAO DO ALTO;81,78;;
330540 SAPUCAIA;75,82;;
330550 SAQUAREMA;78,5;;
330560 SILVA JARDIM;86,12;;
330570 SUMIDOURO;76,11;;
330580 TERESOPOLIS;68,17;;
330590 TRAJANO DE MORAES;84,39;;
330600 TRES RIOS;74,07;;
330610 VALENCA;69,81;;
330620 VASSOURAS;73,88;;
330630 VOLTA REDONDA;54,59;;
350010 ADAMANTINA;58,97;;
350020 ADOLFO;70,37;;
350030 AGUAI;65,41;;
350040 AGUAS DA PRATA;55,61;;
350050 AGUAS DE LINDOIA;62;;
350055 AGUAS DE SANTA BARBARA;67,23;;
350060 AGUAS DE SAO PEDRO;23,49;;
350070 AGUDOS;64,61;;
350080 ALFREDO MARCONDES;69,96;;
350090 ALTAIR;67,01;;
350100 ALTINOPOLIS;58,66;;
350110 ALTO ALEGRE;81,06;;
350120 ALVARES FLORENCE;85,97;;
350130 ALVARES MACHADO;70,71;;
350140 ALVARO DE CARVALHO;88,11;;
350150 ALVINLANDIA;82,83;;
350160 AMERICANA;26,51;;
350170 AMERICO BRASILIENSE;35,52;;
350180 AMERICO DE CAMPOS;73,89;;
350190 AMPARO;41,7;;
350200 ANALANDIA;56,39;;
350210 ANDRADINA;60,6;;
350220 ANGATUBA;69,21;;
350230 ANHEMBI;69,98;;
350240 ANHUMAS;81,04;;
350250 APARECIDA;53,95;;
350260 APARECIDA D'OESTE;81,33;;
350270 APIAI;78,69;;
350280 ARACATUBA;45,93;;
350290 ARACOIABA DA SERRA;60,71;;
350300 ARAMINA;55,78;;
350310 ARANDU;81,01;;
350320 ARARAQUARA;34,53;;
350330 ARARAS;38,42;;
350340 AREALVA;69,44;;
350350 AREIAS;84,03;;
350360 AREIOPOLIS;59,66;;
350370 ARIRANHA;51,72;;
350380 ARTUR NOGUEIRA;50,24;;
350390 ARUJA;53,7;;
350400 ASSIS;52,37;;
350410 ATIBAIA;44,68;;
350420 AURIFLAMA;57,77;;
350430 AVAI;79,25;;
350440 AVANHANDAVA;74,15;;
350450 AVARE;55,36;;
350460 BADY BASSITT;50,59;;
350470 BALBINOS;68,67;;
350480 BALSAMO;62,01;;
350490 BANANAL;80,59;;
350500 BARAO DE ANTONINA;88,39;;
350510 BARBOSA;78,38;;
350520 BARIRI;54,79;;
350530 BARRA BONITA;28,01;;
350540 BARRA DO TURVO;89,34;;
350550 BARRETOS;54,36;;
350560 BARRINHA;54,18;;
350570 BARUERI;45,22;;
350580 BASTOS;68,75;;
350590 BATATAIS;46,85;;
350600 BAURU;38,31;;
350610 BEBEDOURO;50,16;;
350620 BENTO DE ABREU;72,9;;
350630 BERNARDINO DE CAMPOS;64,73;;
350640 BILAC;61,28;;
350650 BIRIGUI;44,19;;
350660 BIRITIBA-MIRIM;66,34;;
350670 BOA ESPERANCA DO SUL;67,08;;
350680 BOCAINA;40,19;;
350690 BOFETE;75,31;;
350700 BOITUVA;48,06;;
350710 BOM JESUS DOS PERDOES;49,53;;
350720 BORA;90,13;;
350730 BORACEIA;70,83;;
350740 BORBOREMA;65,12;;
350750 BOTUCATU;39,75;;
350760 BRAGANCA PAULISTA;47,56;;
350770 BRAUNA;73,2;;
350780 BRODOWSKI;44,3;;
350790 BROTAS;58,46;;
350800 BURI;78;;
350810 BURITAMA;68,96;;
350820 BURITIZAL;61,54;;
350830 CABRALIA PAULISTA;78,96;;
350840 CABREUVA;51,51;;
350850 CACAPAVA;48,17;;
350860 CACHOEIRA PAULISTA;66,18;;
350870 CACONDE;76,88;;
350880 CAFELANDIA;75,76;;
350890 CAIABU;87,73;;
350900 CAIEIRAS;38,94;;
350910 CAIUA;84,92;;
350920 CAJAMAR;54,6;;
350930 CAJOBI;52,75;;
350940 CAJURU;61,36;;
350950 CAMPINAS;26,92;;
350960 CAMPO LIMPO PAULISTA;44,74;;
350970 CAMPOS DO JORDAO;50,12;;
350980 CAMPOS NOVOS PAULISTA;74,37;;
350990 CANANEIA;73,98;;
351000 CANDIDO MOTA;67,36;;
351010 CANDIDO RODRIGUES;64,74;;
351020 CAPAO BONITO;77,77;;
351030 CAPELA DO ALTO;70,64;;
351040 CAPIVARI;37,97;;
351050 CARAGUATATUBA;53,15;;
351060 CARAPICUIBA;39,25;;
351070 CARDOSO;74;;
351080 CASA BRANCA;53,24;;
351090 CASSIA DOS COQUEIROS;76,63;;
351100 CASTILHO;69,95;;
351110 CATANDUVA;43,48;;
351120 CATIGUA;56,11;;
351130 CEDRAL;61,85;;
351140 CERQUEIRA CESAR;64,39;;
351150 CERQUILHO;33,07;;
351160 CESARIO LANGE;66,33;;
351170 CHARQUEADA;43,5;;
351190 CLEMENTINA;74,27;;
351200 COLINA;65,91;;
351210 COLOMBIA;73,13;;
351220 CONCHAL;58,58;;
351230 CONCHAS;54,82;;
351240 CORDEIROPOLIS;44,64;;
351250 COROADOS;73,17;;
351260 CORONEL MACEDO;83,21;;
351270 CORUMBATAI;54,04;;
351280 COSMOPOLIS;41,18;;
351290 COSMORAMA;75,09;;
351300 COTIA;42,39;;
351310 CRAVINHOS;47,16;;
351320 CRISTAIS PAULISTA;72,62;;
351330 CRUZALIA;59,5;;
351340 CRUZEIRO;63,28;;
351350 CUBATAO;49,4;;
351360 CUNHA;83,99;;
351370 DESCALVADO;45,48;;
351380 DIADEMA;39,08;;
351390 DIVINOLANDIA;65,49;;
351400 DOBRADA;47,78;;
351410 DOIS CORREGOS;50,58;;
351420 DOLCINOPOLIS;79,1;;
351430 DOURADO;55,63;;
351440 DRACENA;57,91;;
351450 DUARTINA;64,93;;
351460 DUMONT;37,44;;
351470 ECHAPORA;75,08;;
351480 ELDORADO;74,97;;
351490 ELIAS FAUSTO;65,89;;
351500 EMBU DAS ARTES;45,26;;
351510 EMBU-GUACU;53,36;;
351518 ESPIRITO SANTO DO PINHAL;50,46;;
351520 ESTRELA D'OESTE;74,05;;
351530 ESTRELA DO NORTE;86,51;;
351540 FARTURA;76,56;;
351550 FERNANDOPOLIS;55,79;;
351560 FERNANDO PRESTES;56,16;;
351570 FERRAZ DE VASCONCELOS;60,11;;
351580 FLORA RICA;85,41;;
351590 FLOREAL;63,11;;
351600 FLORIDA PAULISTA;73,28;;
351610 FLORINIA;76,13;;
351620 FRANCA;35,01;;
351630 FRANCISCO MORATO;52,93;;
351640 FRANCO DA ROCHA;47,71;;
351650 GABRIEL MONTEIRO;67,22;;
351660 GALIA;82,62;;
351670 GARCA;68,8;;
351680 GASTAO VIDIGAL;77,12;;
351690 GENERAL SALGADO;60,18;;
351700 GETULINA;74,55;;
351710 GLICERIO;72,53;;
351720 GUAICARA;73,21;;
351730 GUAIMBE;76,99;;
351740 GUAIRA;56,68;;
351750 GUAPIACU;55,43;;
351760 GUAPIARA;85,79;;
351770 GUARA;65,19;;
351780 GUARACAI;72,66;;
351790 GUARACI;70,37;;
351800 GUARANI D'OESTE;76,8;;
351810 GUARANTA;87,06;;
351820 GUARARAPES;65,26;;
351830 GUARAREMA;63,57;;
351840 GUARATINGUETA;53,15;;
351850 GUAREI;74,01;;
351860 GUARIBA;61,3;;
351870 GUARUJA;53,83;;
351880 GUARULHOS;39,51;;
351890 GUZOLANDIA;89,49;;
351900 HERCULANDIA;76,01;;
351910 IACANGA;64,91;;
351920 IACRI;80,38;;
351930 IBATE;56,1;;
351940 IBIRA;65,57;;
351950 IBIRAREMA;74,87;;
351960 IBITINGA;54,28;;
351970 IBIUNA;72,07;;
351980 ICEM;59,82;;
351990 IEPE;81,55;;
352000 IGARACU DO TIETE;40,2;;
352010 IGARAPAVA;60,15;;
352020 IGARATA;63,98;;
352030 IGUAPE;70,75;;
352040 ILHABELA;57,29;;
352050 INDAIATUBA;37,03;;
352060 INDIANA;75,43;;
352070 INDIAPORA;72,17;;
352080 INUBIA PAULISTA;73,13;;
352090 IPAUSSU;66,23;;
352100 IPERO;54,43;;
352110 IPEUNA;61,77;;
352120 IPORANGA;88,44;;
352130 IPUA;59,26;;
352140 IRACEMAPOLIS;36,53;;
352150 IRAPUA;73,05;;
352160 IRAPURU;74,46;;
352170 ITABERA;77,65;;
352180 ITAI;72,22;;
352190 ITAJOBI;62,02;;
352200 ITAJU;79,69;;
352210 ITANHAEM;54,88;;
352220 ITAPECERICA DA SERRA;46,57;;
352230 ITAPETININGA;56,42;;
352240 ITAPEVA;72,09;;
352250 ITAPEVI;62,48;;
352260 ITAPIRA;48,48;;
352270 ITAPOLIS;58,02;;
352280 ITAPORANGA;81,05;;
352290 ITAPUI;54,81;;
352300 ITAPURA;76,76;;
352310 ITAQUAQUECETUBA;61,96;;
352320 ITARARE;75,26;;
352330 ITARIRI;75,09;;
352340 ITATIBA;39,08;;
352350 ITATINGA;56,94;;
352360 ITIRAPINA;52,43;;
352370 ITIRAPUA;68,02;;
352380 ITOBI;74,96;;
352390 ITU;43,8;;
352400 ITUPEVA;52,04;;
352410 ITUVERAVA;58,07;;
352420 JABORANDI;65,34;;
352430 JABOTICABAL;41,79;;
352440 JACAREI;47,43;;
352450 JACI;72,72;;
352460 JACUPIRANGA;75,82;;
352470 JAGUARIUNA;44,12;;
352480 JALES;59,16;;
352490 JAMBEIRO;77,46;;
352500 JANDIRA;51,07;;
352510 JARDINOPOLIS;51,78;;
352520 JARINU;59,75;;
352530 JAU;35,82;;
352540 JERIQUARA;80,78;;
352550 JOANOPOLIS;58,68;;
352560 JOAO RAMALHO;74,22;;
352570 JOSE BONIFACIO;59,05;;
352580 JULIO MESQUITA;81,98;;
352590 JUNDIAI;29,89;;
352600 JUNQUEIROPOLIS;71,45;;
352610 JUQUIA;75,86;;
352620 JUQUITIBA;67,83;;
352630 LAGOINHA;82,93;;
