;;;
Informações de Saúde;;;
DATASUS  Tecnologia da Informação a Serviço do SUS;;;
Ajuda;;;
Notas Técnicas;;;
DATASUS;;;
Proporção de pessoas com baixa renda - Brasil;;;
% população com renda < 1/2 SM segundo Município;;;
Período: 1991;;;
Município;% população com renda < 1/2 SM;;
231290 SOBRAL;85,98;;
231300 SOLONOPOLE;95,4;;
231310 TABULEIRO DO NORTE;89,53;;
231320 TAMBORIL;96,45;;
231325 TARRAFAS;99,27;;
231330 TAUA;92,78;;
231335 TEJUCUOCA;98,23;;
231340 TIANGUA;89,87;;
231350 TRAIRI;96,32;;
231355 TURURU;98,55;;
231360 UBAJARA;92,26;;
231370 UMARI;98,05;;
231375 UMIRIM;97,85;;
231380 URUBURETAMA;95,15;;
231390 URUOCA;97,74;;
231395 VARJOTA;94,26;;
231400 VARZEA ALEGRE;96,53;;
231410 VICOSA DO CEARA;96,74;;
240010 ACARI;91,65;;
240020 ACU;86,5;;
240030 AFONSO BEZERRA;96,42;;
240040 AGUA NOVA;89,57;;
240050 ALEXANDRIA;93,08;;
240060 ALMINO AFONSO;90,63;;
240070 ALTO DO RODRIGUES;92,87;;
240080 ANGICOS;94,23;;
240090 ANTONIO MARTINS;95,6;;
240100 APODI;92,96;;
240110 AREIA BRANCA;86,53;;
240120 ARES;94,78;;
240130 AUGUSTO SEVERO;96,89;;
240140 BAIA FORMOSA;94,55;;
240145 BARAUNA;93,74;;
240150 BARCELONA;95,43;;
240160 BENTO FERNANDES;97,94;;
240170 BOM JESUS;94,08;;
240180 BREJINHO;95,49;;
240190 CAICARA DO RIO DO VENTO;98,94;;
240200 CAICO;80,01;;
240210 CAMPO REDONDO;94,55;;
240220 CANGUARETAMA;96,22;;
240230 CARAUBAS;94,72;;
240240 CARNAUBA DOS DANTAS;91,54;;
240250 CARNAUBAIS;93,53;;
240260 CEARA-MIRIM;92,32;;
240270 CERRO CORA;97,39;;
240280 CORONEL EZEQUIEL;94,6;;
240290 CORONEL JOAO PESSOA;96,12;;
240300 CRUZETA;87,05;;
240310 CURRAIS NOVOS;85,17;;
240320 DOUTOR SEVERIANO;96,25;;
240325 PARNAMIRIM;74,49;;
240330 ENCANTO;95,86;;
240340 EQUADOR;95,1;;
240350 ESPIRITO SANTO;97,66;;
240360 EXTREMOZ;92,51;;
240370 FELIPE GUERRA;93,13;;
240380 FLORANIA;95,85;;
240390 FRANCISCO DANTAS;95,41;;
240400 FRUTUOSO GOMES;92,78;;
240410 GALINHOS;95,85;;
240420 GOIANINHA;92,88;;
240430 GOVERNADOR DIX-SEPT ROSADO;94,36;;
240440 GROSSOS;95,1;;
240450 GUAMARE;92,4;;
240460 IELMO MARINHO;96,94;;
240470 IPANGUACU;97,23;;
240480 IPUEIRA;86,13;;
240490 ITAU;92,06;;
240500 JACANA;97,59;;
240510 JANDAIRA;97,64;;
240520 JANDUIS;94,98;;
240530 JANUARIO CICCO;96,8;;
240540 JAPI;96,59;;
240550 JARDIM DE ANGICOS;94,09;;
240560 JARDIM DE PIRANHAS;89,94;;
240570 JARDIM DO SERIDO;89,22;;
240580 JOAO CAMARA;92,55;;
240590 JOAO DIAS;92,91;;
240600 JOSE DA PENHA;95,52;;
240610 JUCURUTU;93,05;;
240620 LAGOA D'ANTA;95,8;;
240630 LAGOA DE PEDRAS;96,77;;
240640 LAGOA DE VELHOS;94,31;;
240650 LAGOA NOVA;96,25;;
240660 LAGOA SALGADA;95,56;;
240670 LAJES;93,2;;
240680 LAJES PINTADAS;96,66;;
240690 LUCRECIA;94,44;;
240700 LUIS GOMES;96,21;;
240710 MACAIBA;90,12;;
240720 MACAU;87,83;;
240730 MARCELINO VIEIRA;97,08;;
240740 MARTINS;95,55;;
240750 MAXARANGUAPE;93,18;;
240760 MESSIAS TARGINO;95,82;;
240770 MONTANHAS;95,16;;
240780 MONTE ALEGRE;93,98;;
240790 MONTE DAS GAMELEIRAS;94,44;;
240800 MOSSORO;81,89;;
240810 NATAL;62,21;;
240820 NISIA FLORESTA;91,28;;
240830 NOVA CRUZ;92,97;;
240840 OLHO-D'AGUA DO BORGES;92,6;;
240850 OURO BRANCO;90,44;;
240860 PARANA;87,69;;
240870 PARAU;95,42;;
240880 PARAZINHO;98,28;;
240890 PARELHAS;89,89;;
240910 PASSA E FICA;95,66;;
240920 PASSAGEM;98,65;;
240930 PATU;88,72;;
240940 PAU DOS FERROS;80,89;;
240950 PEDRA GRANDE;94,44;;
240960 PEDRA PRETA;90,27;;
240970 PEDRO AVELINO;94,92;;
240980 PEDRO VELHO;94,06;;
240990 PENDENCIAS;94,96;;
241000 PILOES;93,85;;
241010 POCO BRANCO;95,77;;
241020 PORTALEGRE;96,15;;
241030 SERRA CAIADA;92,34;;
241040 PUREZA;97,41;;
241050 RAFAEL FERNANDES;88,69;;
241060 RAFAEL GODEIRO;94,49;;
241070 RIACHO DA CRUZ;94,12;;
241080 RIACHO DE SANTANA;95,67;;
241090 RIACHUELO;98,66;;
241100 RODOLFO FERNANDES;97,25;;
241110 RUY BARBOSA;99,62;;
241120 SANTA CRUZ;90,86;;
241140 SANTANA DO MATOS;98,48;;
241142 SANTANA DO SERIDO;94,46;;
241150 SANTO ANTONIO;91,45;;
241160 SAO BENTO DO NORTE;95,81;;
241170 SAO BENTO DO TRAIRI;93,75;;
241180 SAO FERNANDO;92,33;;
241190 SAO FRANCISCO DO OESTE;95,06;;
241200 SAO GONCALO DO AMARANTE;89,62;;
241210 SAO JOAO DO SABUGI;87,26;;
241220 SAO JOSE DE MIPIBU;90,64;;
241230 SAO JOSE DO CAMPESTRE;93,31;;
241240 SAO JOSE DO SERIDO;90,84;;
241250 SAO MIGUEL;95,85;;
241260 SAO PAULO DO POTENGI;94,12;;
241270 SAO PEDRO;95,45;;
241280 SAO RAFAEL;96,88;;
241290 SAO TOME;96,75;;
241300 SAO VICENTE;94,02;;
241310 SENADOR ELOI DE SOUZA;98,53;;
241320 SENADOR GEORGINO AVELINO;95,61;;
241330 SERRA DE SAO BENTO;98,63;;
241335 SERRA DO MEL;96,81;;
241340 SERRA NEGRA DO NORTE;92,01;;
241350 SERRINHA;98,97;;
241360 SEVERIANO MELO;97,66;;
241370 SITIO NOVO;98,22;;
241380 TABOLEIRO GRANDE;94,83;;
241390 TAIPU;96,31;;
241400 TANGARA;94,68;;
241410 TENENTE ANANIAS;96,47;;
241420 TIBAU DO SUL;95,35;;
241430 TIMBAUBA DOS BATISTAS;79,07;;
241440 TOUROS;96,19;;
241450 UMARIZAL;91,93;;
241460 UPANEMA;94,75;;
241470 VARZEA;95,45;;
241480 VERA CRUZ;93,13;;
241490 VICOSA;95,19;;
241500 VILA FLOR;94,17;;
250010 AGUA BRANCA;98,43;;
250020 AGUIAR;97,74;;
250030 ALAGOA GRANDE;95,73;;
250040 ALAGOA NOVA;95,52;;
250050 ALAGOINHA;97,47;;
250060 ALHANDRA;93,51;;
250070 SAO JOAO DO RIO DO PEIXE;98,24;;
250080 ARACAGI;97,66;;
250090 ARARA;95,15;;
250100 ARARUNA;95,94;;
250110 AREIA;94,15;;
250120 AREIAL;87,71;;
250130 AROEIRAS;97,2;;
250140 BAIA DA TRAICAO;96,58;;
250150 BANANEIRAS;94,07;;
250160 BARRA DE SANTA ROSA;98,22;;
250170 BARRA DE SAO MIGUEL;91,8;;
250180 BAYEUX;91,05;;
250190 BELEM;95,17;;
250200 BELEM DO BREJO DO CRUZ;96,77;;
250210 BOA VENTURA;98,14;;
250220 BOM JESUS;91,27;;
250230 BOM SUCESSO;96,96;;
250240 BONITO DE SANTA FE;94,45;;
250250 BOQUEIRAO;93,47;;
250260 IGARACY;98,75;;
250270 BORBOREMA;96,49;;
250280 BREJO DO CRUZ;95,98;;
250290 BREJO DOS SANTOS;96,91;;
250300 CAAPORA;95,68;;
250310 CABACEIRAS;94,43;;
250320 CABEDELO;84,61;;
250330 CACHOEIRA DOS INDIOS;97,96;;
250340 CACIMBA DE AREIA;97,59;;
250350 CACIMBA DE DENTRO;96,65;;
250360 CAICARA;97,89;;
250370 CAJAZEIRAS;87,17;;
250380 CALDAS BRANDAO;97,13;;
250390 CAMALAU;96,79;;
250400 CAMPINA GRANDE;78,45;;
250410 CARRAPATEIRA;85,53;;
250420 CATINGUEIRA;96,09;;
250430 CATOLE DO ROCHA;93,97;;
250440 CONCEICAO;96,99;;
250450 CONDADO;95,28;;
250460 CONDE;96,47;;
250470 CONGO;97,9;;
250480 COREMAS;93,11;;
250490 CRUZ DO ESPIRITO SANTO;95,59;;
250500 CUBATI;97,19;;
250510 CUITE;96,17;;
250520 CUITEGI;97,84;;
250530 CURRAL VELHO;96,65;;
250540 DESTERRO;97,88;;
250550 VISTA SERRANA;88,45;;
250560 DIAMANTE;99,08;;
250570 DONA INES;94,69;;
250580 DUAS ESTRADAS;98,34;;
250590 EMAS;97,38;;
250600 ESPERANCA;91,67;;
250610 FAGUNDES;97,63;;
250620 FREI MARTINHO;95,94;;
250630 GUARABIRA;90,09;;
250640 GURINHEM;97,96;;
250650 GURJAO;93,13;;
250660 IBIARA;98,8;;
250670 IMACULADA;98,05;;
250680 INGA;96,77;;
250690 ITABAIANA;92,62;;
250700 ITAPORANGA;93,86;;
250710 ITAPOROROCA;96,02;;
250720 ITATUBA;95,93;;
250730 JACARAU;97,76;;
250740 JERICO;96,68;;
250750 JOAO PESSOA;64,48;;
250760 JUAREZ TAVORA;96,16;;
250770 JUAZEIRINHO;97,12;;
250780 JUNCO DO SERIDO;98,34;;
250790 JURIPIRANGA;97,8;;
250800 JURU;98,94;;
250810 LAGOA;98,96;;
250820 LAGOA DE DENTRO;94,03;;
250830 LAGOA SECA;93,17;;
250840 LASTRO;99,93;;
250850 LIVRAMENTO;98,41;;
250860 LUCENA;97,95;;
250870 MAE D'AGUA;98,21;;
250880 MALTA;96,42;;
250890 MAMANGUAPE;94,22;;
250900 MANAIRA;98,06;;
250910 MARI;97,14;;
250920 MASSARANDUBA;96,48;;
250930 MATARACA;95,87;;
250940 MOGEIRO;96,05;;
250950 MONTADAS;99,02;;
250960 MONTE HOREBE;93,31;;
250970 MONTEIRO;93,86;;
250980 MULUNGU;97,37;;
250990 NATUBA;95,34;;
251000 NAZAREZINHO;97,66;;
251010 NOVA FLORESTA;94,61;;
251020 NOVA OLINDA;97,09;;
251030 NOVA PALMEIRA;98,13;;
251040 OLHO D'AGUA;97,4;;
251050 OLIVEDOS;98,18;;
251060 OURO VELHO;98,88;;
251070 PASSAGEM;98,67;;
251080 PATOS;85,94;;
251090 PAULISTA;94,6;;
251100 PEDRA BRANCA;99,09;;
251110 PEDRA LAVRADA;96,89;;
251120 PEDRAS DE FOGO;93,57;;
251130 PIANCO;97,56;;
251140 PICUI;94,09;;
251150 PILAR;96,85;;
251160 PILOES;96,22;;
251170 PILOEZINHOS;98,91;;
251180 PIRPIRITUBA;96,11;;
251190 PITIMBU;95,85;;
251200 POCINHOS;95,42;;
251210 POMBAL;89,73;;
251220 PRATA;96,69;;
251230 PRINCESA ISABEL;94,85;;
251240 PUXINANA;94,74;;
251250 QUEIMADAS;96,56;;
251260 QUIXABA;100;;
251270 REMIGIO;92,33;;
251280 RIACHO DOS CAVALOS;97,53;;
251290 RIO TINTO;94,7;;
251300 SALGADINHO;99,53;;
251310 SALGADO DE SAO FELIX;96,39;;
251320 SANTA CRUZ;96,2;;
251330 SANTA HELENA;92,18;;
251340 SANTA LUZIA;89,87;;
251350 SANTANA DE MANGUEIRA;96,38;;
251360 SANTANA DOS GARROTES;98,54;;
251370 SANTA RITA;93,06;;
251380 SANTA TERESINHA;97,39;;
251390 SAO BENTO;91,66;;
251400 SAO JOAO DO CARIRI;93,28;;
251410 SAO JOAO DO TIGRE;99,72;;
251420 SAO JOSE DA LAGOA TAPADA;96,56;;
251430 SAO JOSE DE CAIANA;97,99;;
251440 SAO JOSE DE ESPINHARAS;98,35;;
251450 SAO JOSE DE PIRANHAS;95,52;;
251460 SAO JOSE DO BONFIM;98,04;;
251470 SAO JOSE DO SABUGI;95,94;;
251480 SAO JOSE DOS CORDEIROS;98,02;;
251490 SAO MAMEDE;95,8;;
251500 SAO MIGUEL DE TAIPU;99,23;;
251510 SAO SEBASTIAO DE LAGOA DE ROCA;94,95;;
251520 SAO SEBASTIAO DO UMBUZEIRO;95,57;;
251530 SAPE;95,37;;
251540 SAO VICENTE DO SERIDO;98,81;;
251550 SERRA BRANCA;92;;
251560 SERRA DA RAIZ;96,88;;
251570 SERRA GRANDE;98,4;;
251580 SERRA REDONDA;95,87;;
251590 SERRARIA;98,46;;
251600 SOLANEA;92,29;;
251610 SOLEDADE;94,73;;
251620 SOUSA;91,81;;
251630 SUME;93,12;;
251640 TACIMA;96,85;;
251650 TAPEROA;95,6;;
251660 TAVARES;97,04;;
251670 TEIXEIRA;95,36;;
251680 TRIUNFO;95,68;;
251690 UIRAUNA;95,63;;
251700 UMBUZEIRO;96,91;;
251710 VARZEA;95;;
260005 ABREU E LIMA;84,66;;
260010 AFOGADOS DA INGAZEIRA;90,08;;
260020 AFRANIO;95,69;;
260030 AGRESTINA;91,63;;
260040 AGUA PRETA;95,83;;
260050 AGUAS BELAS;94,77;;
260060 ALAGOINHA;91,89;;
260070 ALIANCA;94,92;;
260080 ALTINHO;93,65;;
260090 AMARAJI;93,64;;
260100 ANGELIM;95,35;;
260110 ARARIPINA;92,16;;
260120 ARCOVERDE;79,62;;
260130 BARRA DE GUABIRABA;94,79;;
260140 BARREIROS;93,87;;
260150 BELEM DE MARIA;95,67;;
260160 BELEM DE SAO FRANCISCO;91,48;;
260170 BELO JARDIM;89,69;;
260180 BETANIA;98,8;;
260190 BEZERROS;90,04;;
260200 BODOCO;95,63;;
260210 BOM CONSELHO;91,59;;
260220 BOM JARDIM;93,61;;
260230 BONITO;93,95;;
260240 BREJAO;95,87;;
260250 BREJINHO;94,37;;
260260 BREJO DA MADRE DE DEUS;91,14;;
260270 BUENOS AIRES;96,4;;
260280 BUIQUE;95,6;;
260290 CABO DE SANTO AGOSTINHO;86,81;;
260300 CABROBO;92,09;;
260310 CACHOEIRINHA;88,91;;
260320 CAETES;96,65;;
260330 CALCADO;96,1;;
260340 CALUMBI;97,4;;
260345 CAMARAGIBE;84,87;;
260350 CAMOCIM DE SAO FELIX;90,09;;
260360 CAMUTANGA;91,82;;
260370 CANHOTINHO;96,13;;
260380 CAPOEIRAS;94,53;;
260390 CARNAIBA;95,15;;
260400 CARPINA;87,63;;
260410 CARUARU;74,44;;
260420 CATENDE;92,39;;
260430 CEDRO;96,05;;
260440 CHA DE ALEGRIA;95,8;;
260450 CHA GRANDE;92,84;;
260460 CONDADO;92,97;;
260470 CORRENTES;91,25;;
260480 CORTES;95,54;;
260490 CUMARU;94,43;;
260500 CUPIRA;93,9;;
260510 CUSTODIA;92,82;;
260520 ESCADA;94,96;;
260530 EXU;95,97;;
260540 FEIRA NOVA;95,12;;
260545 FERNANDO DE NORONHA;55,43;;
260550 FERREIROS;94,68;;
260560 FLORES;95,07;;
260570 FLORESTA;92,11;;
260580 FREI MIGUELINHO;93,51;;
260590 GAMELEIRA;96,13;;
260600 GARANHUNS;79,32;;
260610 GLORIA DO GOITA;93,78;;
260620 GOIANA;90,47;;
260630 GRANITO;95,74;;
260640 GRAVATA;86,74;;
260650 IATI;97,39;;
260660 IBIMIRIM;93,12;;
260670 IBIRAJUBA;95,83;;
260680 IGARASSU;90,08;;
260690 IGUARACY;93,71;;
260700 INAJA;96,71;;
260710 INGAZEIRA;94,29;;
260720 IPOJUCA;94,79;;
260730 IPUBI;93,79;;
260740 ITACURUBA;88,35;;
260750 ITAIBA;95,6;;
260760 ILHA DE ITAMARACA;84,72;;
260765 ITAMBE;94,47;;
260770 ITAPETIM;94,15;;
260775 ITAPISSUMA;92,53;;
260780 ITAQUITINGA;94,6;;
260790 JABOATAO DOS GUARARAPES;74,94;;
260800 JATAUBA;95,02;;
260810 JOAO ALFREDO;91,4;;
260820 JOAQUIM NABUCO;95,78;;
260830 JUPI;97,09;;
260840 JUREMA;97,32;;
260850 LAGOA DE ITAENGA;95,99;;
260860 LAGOA DO OURO;93,94;;
260870 LAGOA DOS GATOS;96,42;;
260880 LAJEDO;88,3;;
260890 LIMOEIRO;88,62;;
260900 MACAPARANA;93,87;;
260910 MACHADOS;95,71;;
260920 MARAIAL;94,68;;
260930 MIRANDIBA;92,86;;
260940 MORENO;89,14;;
260950 NAZARE DA MATA;86,86;;
260960 OLINDA;66,75;;
260970 OROBO;95,9;;
260980 OROCO;90,75;;
260990 OURICURI;94,87;;
261000 PALMARES;87,84;;
261010 PALMEIRINA;94,8;;
261020 PANELAS;95,57;;
261030 PARANATAMA;94,93;;
261040 PARNAMIRIM;95,32;;
261050 PASSIRA;96,46;;
261060 PAUDALHO;93,91;;
261070 PAULISTA;67,97;;
261080 PEDRA;92,39;;
261090 PESQUEIRA;88,96;;
261100 PETROLANDIA;85,47;;
261110 PETROLINA;81,13;;
261120 POCAO;94,32;;
261130 POMBOS;93,68;;
261140 PRIMAVERA;95,11;;
261150 QUIPAPA;95,59;;
261160 RECIFE;62,73;;
261170 RIACHO DAS ALMAS;90,7;;
261180 RIBEIRAO;91,17;;
261190 RIO FORMOSO;95;;
261200 SAIRE;94,89;;
261210 SALGADINHO;97,15;;
261220 SALGUEIRO;84,85;;
261230 SALOA;93,35;;
261240 SANHARO;90,21;;
261250 SANTA CRUZ DO CAPIBARIBE;77,11;;
261260 SANTA MARIA DA BOA VISTA;90,42;;
261270 SANTA MARIA DO CAMBUCA;96,36;;
261280 SANTA TEREZINHA;95,46;;
261290 SAO BENEDITO DO SUL;96,35;;
261300 SAO BENTO DO UNA;89,92;;
261310 SAO CAITANO;92,87;;
261320 SAO JOAO;95,45;;
261330 SAO JOAQUIM DO MONTE;92,38;;
261340 SAO JOSE DA COROA GRANDE;94,4;;
261350 SAO JOSE DO BELMONTE;95,39;;
261360 SAO JOSE DO EGITO;89,65;;
261370 SAO LOURENCO DA MATA;87,51;;
261380 SAO VICENTE FERRER;94,22;;
261390 SERRA TALHADA;89,38;;
261400 SERRITA;96,55;;
261410 SERTANIA;91,8;;
261420 SIRINHAEM;95,88;;
261430 MOREILANDIA;97,13;;
261440 SOLIDAO;99,79;;
261450 SURUBIM;90,74;;
261460 TABIRA;91,27;;
261470 TACAIMBO;94,65;;
261480 TACARATU;93,95;;
261500 TAQUARITINGA DO NORTE;85,58;;
261510 TEREZINHA;97,08;;
261520 TERRA NOVA;89;;
261530 TIMBAUBA;88,64;;
261540 TORITAMA;61,9;;
261550 TRACUNHAEM;95,85;;
261560 TRINDADE;91,29;;
261570 TRIUNFO;93,39;;
261580 TUPANATINGA;96,81;;
261590 TUPARETAMA;92,59;;
261600 VENTUROSA;90,85;;
261610 VERDEJANTE;95,14;;
261620 VERTENTES;92,97;;
261630 VICENCIA;94,71;;
261640 VITORIA DE SANTO ANTAO;87,28;;
270010 AGUA BRANCA;96,99;;
270020 ANADIA;95,51;;
270030 ARAPIRACA;85,58;;
270040 ATALAIA;96,18;;
270050 BARRA DE SANTO ANTONIO;97,68;;
270060 BARRA DE SAO MIGUEL;91,17;;
270070 BATALHA;92,29;;
270080 BELEM;95,67;;
270090 BELO MONTE;97,83;;
270100 BOCA DA MATA;94,11;;
270110 BRANQUINHA;99,39;;
270120 CACIMBINHAS;95,15;;
270130 CAJUEIRO;95,94;;
270140 CAMPO ALEGRE;94,77;;
270150 CAMPO GRANDE;96,61;;
270160 CANAPI;95,86;;
270170 CAPELA;96,26;;
270180 CARNEIROS;96,82;;
270190 CHA PRETA;96,84;;
270200 COITE DO NOIA;96,61;;
270210 COLONIA LEOPOLDINA;98,11;;
270220 COQUEIRO SECO;92,82;;
270230 CORURIPE;92,27;;
270235 CRAIBAS;97,3;;
270240 DELMIRO GOUVEIA;92,92;;
270250 DOIS RIACHOS;97,95;;
270260 FEIRA GRANDE;97,86;;
270270 FELIZ DESERTO;93,34;;
270280 FLEXEIRAS;97;;
270290 GIRAU DO PONCIANO;95,93;;
270300 IBATEGUARA;98,16;;
270310 IGACI;96,8;;
270320 IGREJA NOVA;98,15;;
270330 INHAPI;98,17;;
270340 JACARE DOS HOMENS;92,36;;
270350 JACUIPE;95,15;;
270360 JAPARATINGA;97,23;;
270370 JARAMATAIA;98,63;;
270380 JOAQUIM GOMES;97,78;;
270390 JUNDIA;96,25;;
270400 JUNQUEIRO;95,42;;
270410 LAGOA DA CANOA;99,46;;
270420 LIMOEIRO DE ANADIA;98,08;;
270430 MACEIO;66,76;;
270440 MAJOR ISIDORO;95,06;;
270450 MARAGOGI;96,05;;
270460 MARAVILHA;97,01;;
270470 MARECHAL DEODORO;90,86;;
270480 MARIBONDO;91,61;;
270490 MAR VERMELHO;96,99;;
270500 MATA GRANDE;96,26;;
270510 MATRIZ DE CAMARAGIBE;97,46;;
270520 MESSIAS;91,41;;
270530 MINADOR DO NEGRAO;95,68;;
270540 MONTEIROPOLIS;98,26;;
270550 MURICI;94,73;;
270560 NOVO LINO;93,17;;
270570 OLHO D'AGUA DAS FLORES;90,67;;
270580 OLHO D'AGUA DO CASADO;93,03;;
270590 OLHO D'AGUA GRANDE;96,93;;
270600 OLIVENCA;99,2;;
270610 OURO BRANCO;97;;
270620 PALESTINA;96,14;;
270630 PALMEIRA DOS INDIOS;88,36;;
270640 PAO DE ACUCAR;89,82;;
270650 PASSO DE CAMARAGIBE;97,45;;
270660 PAULO JACINTO;97,45;;
270670 PENEDO;88,44;;
270680 PIACABUCU;92,12;;
270690 PILAR;92,62;;
270700 PINDOBA;94,88;;
270710 PIRANHAS;79,06;;
270720 POCO DAS TRINCHEIRAS;98,57;;
270730 PORTO CALVO;93,25;;
270740 PORTO DE PEDRAS;97,47;;
270750 PORTO REAL DO COLEGIO;96,34;;
270760 QUEBRANGULO;94,62;;
270770 RIO LARGO;88,97;;
270780 ROTEIRO;97,04;;
270790 SANTA LUZIA DO NORTE;90,15;;
270800 SANTANA DO IPANEMA;91,62;;
270810 SANTANA DO MUNDAU;94,74;;
270820 SAO BRAS;96,13;;
270830 SAO JOSE DA LAJE;93,93;;
270840 SAO JOSE DA TAPERA;98,36;;
270850 SAO LUIS DO QUITUNDE;95,03;;
270860 SAO MIGUEL DOS CAMPOS;90,86;;
270870 SAO MIGUEL DOS MILAGRES;97,94;;
270880 SAO SEBASTIAO;96,19;;
270890 SATUBA;85,77;;
270895 SENADOR RUI PALMEIRA;98,21;;
270900 TANQUE D'ARCA;98,02;;
270910 TAQUARANA;96,7;;
270915 TEOTONIO VILELA;96,18;;
270920 TRAIPU;97,76;;
270930 UNIAO DOS PALMARES;92,8;;
270940 VICOSA;93,48;;
280010 AMPARO DE SAO FRANCISCO;95,61;;
280020 AQUIDABA;92,62;;
280030 ARACAJU;61,46;;
280040 ARAUA;93,86;;
280050 AREIA BRANCA;93;;
280060 BARRA DOS COQUEIROS;85,54;;
280067 BOQUIM;85,29;;
280070 BREJO GRANDE;96,8;;
280100 CAMPO DO BRITO;90,23;;
280110 CANHOBA;94,11;;
280120 CANINDE DE SAO FRANCISCO;95,23;;
280130 CAPELA;94,15;;
280140 CARIRA;92,16;;
280150 CARMOPOLIS;90,09;;
280160 CEDRO DE SAO JOAO;88,13;;
280170 CRISTINAPOLIS;96,39;;
280190 CUMBE;95,06;;
280200 DIVINA PASTORA;95,28;;
280210 ESTANCIA;87,58;;
280220 FEIRA NOVA;96,66;;
280230 FREI PAULO;92,39;;
280240 GARARU;95,72;;
280250 GENERAL MAYNARD;96,58;;
280260 GRACHO CARDOSO;93,39;;
280270 ILHA DAS FLORES;97,59;;
280280 INDIAROBA;97,09;;
280290 ITABAIANA;83,98;;
280300 ITABAIANINHA;96,69;;
280310 ITABI;91,37;;
280320 ITAPORANGA D'AJUDA;97,05;;
280330 JAPARATUBA;93,32;;
280340 JAPOATA;96,37;;
280350 LAGARTO;89,55;;
280360 LARANJEIRAS;92,82;;
280370 MACAMBIRA;95,52;;
280380 MALHADA DOS BOIS;94,31;;
280390 MALHADOR;91,53;;
280400 MARUIM;92,26;;
280410 MOITA BONITA;91,8;;
280420 MONTE ALEGRE DE SERGIPE;96,12;;
280430 MURIBECA;96,01;;
280440 NEOPOLIS;93,6;;
280445 NOSSA SENHORA APARECIDA;95,73;;
280450 NOSSA SENHORA DA GLORIA;93,74;;
280460 NOSSA SENHORA DAS DORES;90,26;;
280470 NOSSA SENHORA DE LOURDES;91,36;;
280480 NOSSA SENHORA DO SOCORRO;89,1;;
280490 PACATUBA;97,23;;
280500 PEDRA MOLE;96,92;;
280510 PEDRINHAS;93,1;;
280520 PINHAO;96,12;;
280530 PIRAMBU;92,61;;
280540 POCO REDONDO;96,54;;
280550 POCO VERDE;95,92;;
280560 PORTO DA FOLHA;95,01;;
280570 PROPRIA;86,56;;
280580 RIACHAO DO DANTAS;95,66;;
280590 RIACHUELO;89,9;;
280600 RIBEIROPOLIS;90,41;;
280610 ROSARIO DO CATETE;90,46;;
280620 SALGADO;94,94;;
280630 SANTA LUZIA DO ITANHY;96,46;;
280650 SANTA ROSA DE LIMA;95,62;;
280660 SANTO AMARO DAS BROTAS;94,28;;
280670 SAO CRISTOVAO;88,91;;
280680 SAO DOMINGOS;95,42;;
280690 SAO FRANCISCO;88,57;;
280700 SAO MIGUEL DO ALEIXO;94,71;;
280710 SIMAO DIAS;93,15;;
280720 SIRIRI;93,44;;
280730 TELHA;96,14;;
280740 TOBIAS BARRETO;91,64;;
280750 TOMAR DO GERU;96,73;;
280760 UMBAUBA;90,38;;
290010 ABAIRA;94,74;;
290020 ABARE;94,59;;
290030 ACAJUTIBA;94,79;;
290035 ADUSTINA;96,03;;
290040 AGUA FRIA;98,05;;
290050 ERICO CARDOSO;95,46;;
290060 AIQUARA;95,03;;
290070 ALAGOINHAS;79,37;;
290080 ALCOBACA;91,54;;
290090 ALMADINA;97,19;;
290100 AMARGOSA;91,59;;
290110 AMELIA RODRIGUES;89,1;;
290115 AMERICA DOURADA;95,33;;
290120 ANAGE;97,84;;
290130 ANDARAI;95,25;;
290135 ANDORINHA;95,72;;
290140 ANGICAL;95,78;;
290150 ANGUERA;97,32;;
290160 ANTAS;95,34;;
290170 ANTONIO CARDOSO;99,55;;
290180 ANTONIO GONCALVES;95,06;;
290190 APORA;94,55;;
290195 APUAREMA;95,8;;
290200 ARACATU;98,12;;
290205 ARACAS;96,6;;
290210 ARACI;97,78;;
290220 ARAMARI;93,22;;
290225 ARATACA;96,96;;
290230 ARATUIPE;92,94;;
290240 AURELINO LEAL;95,43;;
290250 BAIANOPOLIS;97,78;;
290260 BAIXA GRANDE;97,49;;
290265 BANZAE;97,03;;
290270 BARRA;96,08;;
290280 BARRA DA ESTIVA;95,6;;
290290 BARRA DO CHOCA;95,47;;
290300 BARRA DO MENDES;92,88;;
290310 BARRA DO ROCHA;97,9;;
290320 BARREIRAS;77,41;;
290323 BARRO ALTO;96,09;;
290330 BARRO PRETO;98,28;;
290340 BELMONTE;95,06;;
290350 BELO CAMPO;93,59;;
290360 BIRITINGA;94,5;;
290370 BOA NOVA;96,3;;
290380 BOA VISTA DO TUPIM;98,35;;
290390 BOM JESUS DA LAPA;90,09;;
290395 BOM JESUS DA SERRA;98,39;;
290400 BONINAL;95,48;;
290405 BONITO;95,28;;
290410 BOQUIRA;95,59;;
290420 BOTUPORA;99,34;;
290430 BREJOES;94,27;;
290440 BREJOLANDIA;97,45;;
290450 BROTAS DE MACAUBAS;96,26;;
290460 BRUMADO;85,53;;
290470 BUERAREMA;93,25;;
290475 BURITIRAMA;98,07;;
290480 CAATIBA;97,07;;
290485 CABACEIRAS DO PARAGUACU;98,86;;
290490 CACHOEIRA;90,59;;
290500 CACULE;93,44;;
